data,r_bruto,r_mercado,r_tilt,custo,carrego,r_liquido,giro,alavancagem,alavancagem_pedida,r_pedido,n_views,n_taticas,cenario,r_benchmark
2026-06-23,-0.013918420249490982,-0.014521954010491611,0.0006035337610006287,8.049374189839634e-07,0.0,-0.013919225186909967,0.004024687094919817,1.9999999999999998,907.0833752804233,0.5323299532526452,1,0,tilt ≤ 1,-0.014521954010491611
2026-06-24,0.0002472383481275657,-0.0004635170636431152,0.0007107554117706809,4.142518419411796e-06,0.0,0.00024309582970815394,0.020712592097058977,2.0,962.5509074077512,0.6829639940694254,1,1,tilt ≤ 1,-0.0004635170636431152
2026-06-25,0.00013731086198608033,0.0014456352254532678,-0.0013083243634671876,1.0862242424541347e-06,0.0,0.0001362246377436262,0.005431121212270673,1.9999999999999998,1174.7489564658158,-1.5341987211129613,1,0,tilt ≤ 1,0.0014456352254532678
2026-06-26,-0.007231373616869652,-0.007231373616869652,0.0,0.00020046017272160014,0.0,-0.007431833789591252,1.0023008636080006,1.0,1.0,-0.007231373616869652,0,0,tilt ≤ 1,-0.007231373616869652
2026-06-29,0.015392248861029108,0.016474862380159383,-0.0010826135191302749,0.0002,0.0,0.015192248861029108,1.0,2.0,1577.2229849008756,-1.6899654502374069,1,0,tilt ≤ 1,0.016474862380159383
2026-06-30,0.00787285677957196,0.007786800986842035,8.605579272992492e-05,2.7594103089126224e-06,0.0,0.007870097369263047,0.013797051544563111,2.0,1810.1241211421673,0.16347241137855928,1,1,tilt ≤ 1,0.007786800986842035
2026-07-01,0.009671047111653595,-0.001352504438058455,0.01102355154971205,0.0003965696282575524,0.0,0.009274477483396042,1.982848141287762,2.0,3.596489383819928,0.027270030132760602,0,1,tilt ≤ 1,-0.001352504438058455
2026-07-02,-0.0024176382553496474,-0.001314069480687241,-0.0011035687746624064,0.00039181677662505573,0.0,-0.002809455031974703,1.9590838831252786,2.0000000000000004,2298.2239973437477,-2.536458741354401,2,1,tilt ≤ 1,-0.001314069480687241
2026-07-06,0.007444045900436694,0.008727409093039817,-0.0012833631926031236,1.1901532079517343e-06,0.0,0.007442855747228742,0.005950766039758672,2.0,2660.3628369181642,-3.4042009715843546,1,1,tilt ≤ 1,0.008727409093039817
2026-07-07,-0.0052910131062500355,-0.004751899671231685,-0.0005391134350183503,1.6720001571196515e-06,0.0,-0.005292685106407155,0.008360000785598258,1.9999999999999998,3291.693317032771,-1.7788088774087027,1,1,tilt ≤ 1,-0.004751899671231685
