familia,evento,mercado,bucket,K,h,p,y,valor,volume
FOMC,2025-05-07,Fed decreases interest rates by 50+ bps after May 2025 meeting?,0,4,20,0.0195,0.0,-62.5,22089574.500042
FOMC,2025-05-07,Fed decreases interest rates by 25 bps after May 2025 meeting?,1,4,20,0.095,0.0,-25.0,21653201.774564
FOMC,2025-05-07,No change in Fed interest rates after May 2025 meeting?,2,4,20,0.875,1.0,0.0,20629387.641397
FOMC,2025-05-07,Fed increases interest rates by 25+ bps after May 2025 meeting?,3,4,20,0.0055,0.0,37.5,24000661.535559
FOMC,2025-05-07,Fed decreases interest rates by 50+ bps after May 2025 meeting?,0,4,30,0.0405,0.0,-62.5,22089574.500042
FOMC,2025-05-07,Fed decreases interest rates by 25 bps after May 2025 meeting?,1,4,30,0.31,0.0,-25.0,21653201.774564
FOMC,2025-05-07,No change in Fed interest rates after May 2025 meeting?,2,4,30,0.615,1.0,0.0,20629387.641397
FOMC,2025-05-07,Fed increases interest rates by 25+ bps after May 2025 meeting?,3,4,30,0.0035,0.0,37.5,24000661.535559
FOMC,2025-05-07,Fed decreases interest rates by 50+ bps after May 2025 meeting?,0,4,45,0.0125,0.0,-62.5,22089574.500042
FOMC,2025-05-07,Fed decreases interest rates by 25 bps after May 2025 meeting?,1,4,45,0.155,0.0,-25.0,21653201.774564
FOMC,2025-05-07,No change in Fed interest rates after May 2025 meeting?,2,4,45,0.82,1.0,0.0,20629387.641397
FOMC,2025-05-07,Fed increases interest rates by 25+ bps after May 2025 meeting?,3,4,45,0.0055,0.0,37.5,24000661.535559
FOMC,2025-05-07,Fed decreases interest rates by 50+ bps after May 2025 meeting?,0,4,60,0.029,0.0,-62.5,22089574.500042
FOMC,2025-05-07,Fed decreases interest rates by 25 bps after May 2025 meeting?,1,4,60,0.35,0.0,-25.0,21653201.774564
FOMC,2025-05-07,No change in Fed interest rates after May 2025 meeting?,2,4,60,0.59,1.0,0.0,20629387.641397
FOMC,2025-05-07,Fed increases interest rates by 25+ bps after May 2025 meeting?,3,4,60,0.011,0.0,37.5,24000661.535559
FOMC,2025-06-18,Fed decreases interest rates by 50+ bps after June 2025 meeting?,0,4,0,0.0025,0.0,-62.5,29564378.908894
FOMC,2025-06-18,Fed decreases interest rates by 25 bps after June 2025 meeting?,1,4,0,0.012,0.0,-25.0,22347675.300958
FOMC,2025-06-18,No change in Fed interest rates after June 2025 meeting?,2,4,0,0.9855,1.0,0.0,28071372.791282
FOMC,2025-06-18,Fed increases interest rates by 25+ bps after June 2025 meeting?,3,4,0,0.0005,0.0,37.5,26912558.981079
FOMC,2025-06-18,Fed decreases interest rates by 50+ bps after June 2025 meeting?,0,4,1,0.0025,0.0,-62.5,29564378.908894
FOMC,2025-06-18,Fed decreases interest rates by 25 bps after June 2025 meeting?,1,4,1,0.0145,0.0,-25.0,22347675.300958
FOMC,2025-06-18,No change in Fed interest rates after June 2025 meeting?,2,4,1,0.9835,1.0,0.0,28071372.791282
FOMC,2025-06-18,Fed increases interest rates by 25+ bps after June 2025 meeting?,3,4,1,0.0005,0.0,37.5,26912558.981079
FOMC,2025-06-18,Fed decreases interest rates by 50+ bps after June 2025 meeting?,0,4,2,0.0035,0.0,-62.5,29564378.908894
FOMC,2025-06-18,Fed decreases interest rates by 25 bps after June 2025 meeting?,1,4,2,0.0205,0.0,-25.0,22347675.300958
FOMC,2025-06-18,No change in Fed interest rates after June 2025 meeting?,2,4,2,0.976,1.0,0.0,28071372.791282
FOMC,2025-06-18,Fed increases interest rates by 25+ bps after June 2025 meeting?,3,4,2,0.0015,0.0,37.5,26912558.981079
FOMC,2025-06-18,Fed decreases interest rates by 50+ bps after June 2025 meeting?,0,4,3,0.0045,0.0,-62.5,29564378.908894
FOMC,2025-06-18,Fed decreases interest rates by 25 bps after June 2025 meeting?,1,4,3,0.0215,0.0,-25.0,22347675.300958
FOMC,2025-06-18,No change in Fed interest rates after June 2025 meeting?,2,4,3,0.9745,1.0,0.0,28071372.791282
FOMC,2025-06-18,Fed increases interest rates by 25+ bps after June 2025 meeting?,3,4,3,0.0005,0.0,37.5,26912558.981079
FOMC,2025-06-18,Fed decreases interest rates by 50+ bps after June 2025 meeting?,0,4,5,0.0055,0.0,-62.5,29564378.908894
FOMC,2025-06-18,Fed decreases interest rates by 25 bps after June 2025 meeting?,1,4,5,0.026,0.0,-25.0,22347675.300958
FOMC,2025-06-18,No change in Fed interest rates after June 2025 meeting?,2,4,5,0.9675,1.0,0.0,28071372.791282
FOMC,2025-06-18,Fed increases interest rates by 25+ bps after June 2025 meeting?,3,4,5,0.0015,0.0,37.5,26912558.981079
FOMC,2025-06-18,Fed decreases interest rates by 50+ bps after June 2025 meeting?,0,4,10,0.0035,0.0,-62.5,29564378.908894
FOMC,2025-06-18,Fed decreases interest rates by 25 bps after June 2025 meeting?,1,4,10,0.017,0.0,-25.0,22347675.300958
FOMC,2025-06-18,No change in Fed interest rates after June 2025 meeting?,2,4,10,0.9795,1.0,0.0,28071372.791282
FOMC,2025-06-18,Fed increases interest rates by 25+ bps after June 2025 meeting?,3,4,10,0.0015,0.0,37.5,26912558.981079
FOMC,2025-06-18,Fed decreases interest rates by 50+ bps after June 2025 meeting?,0,4,15,0.0045,0.0,-62.5,29564378.908894
FOMC,2025-06-18,Fed decreases interest rates by 25 bps after June 2025 meeting?,1,4,15,0.034,0.0,-25.0,22347675.300958
FOMC,2025-06-18,No change in Fed interest rates after June 2025 meeting?,2,4,15,0.956,1.0,0.0,28071372.791282
FOMC,2025-06-18,Fed increases interest rates by 25+ bps after June 2025 meeting?,3,4,15,0.0025,0.0,37.5,26912558.981079
FOMC,2025-06-18,Fed decreases interest rates by 50+ bps after June 2025 meeting?,0,4,20,0.0065,0.0,-62.5,29564378.908894
FOMC,2025-06-18,Fed decreases interest rates by 25 bps after June 2025 meeting?,1,4,20,0.0355,0.0,-25.0,22347675.300958
FOMC,2025-06-18,No change in Fed interest rates after June 2025 meeting?,2,4,20,0.955,1.0,0.0,28071372.791282
FOMC,2025-06-18,Fed increases interest rates by 25+ bps after June 2025 meeting?,3,4,20,0.0035,0.0,37.5,26912558.981079
FOMC,2025-06-18,Fed decreases interest rates by 50+ bps after June 2025 meeting?,0,4,30,0.0125,0.0,-62.5,29564378.908894
FOMC,2025-06-18,Fed decreases interest rates by 25 bps after June 2025 meeting?,1,4,30,0.095,0.0,-25.0,22347675.300958
FOMC,2025-06-18,No change in Fed interest rates after June 2025 meeting?,2,4,30,0.895,1.0,0.0,28071372.791282
FOMC,2025-06-18,Fed increases interest rates by 25+ bps after June 2025 meeting?,3,4,30,0.0035,0.0,37.5,26912558.981079
FOMC,2025-06-18,Fed decreases interest rates by 50+ bps after June 2025 meeting?,0,4,45,0.024,0.0,-62.5,29564378.908894
FOMC,2025-06-18,Fed decreases interest rates by 25 bps after June 2025 meeting?,1,4,45,0.27,0.0,-25.0,22347675.300958
FOMC,2025-06-18,No change in Fed interest rates after June 2025 meeting?,2,4,45,0.705,1.0,0.0,28071372.791282
FOMC,2025-06-18,Fed increases interest rates by 25+ bps after June 2025 meeting?,3,4,45,0.011,0.0,37.5,26912558.981079
FOMC,2025-06-18,Fed decreases interest rates by 50+ bps after June 2025 meeting?,0,4,60,0.0885,0.0,-62.5,29564378.908894
FOMC,2025-06-18,Fed decreases interest rates by 25 bps after June 2025 meeting?,1,4,60,0.42,0.0,-25.0,22347675.300958
FOMC,2025-06-18,No change in Fed interest rates after June 2025 meeting?,2,4,60,0.48,1.0,0.0,28071372.791282
FOMC,2025-06-18,Fed increases interest rates by 25+ bps after June 2025 meeting?,3,4,60,0.0095,0.0,37.5,26912558.981079
FOMC,2025-07-30,Fed decreases interest rates by 50+ bps after July 2025 meeting?,0,4,0,0.0035,0.0,-62.5,40912544.015545
FOMC,2025-07-30,Fed decreases interest rates by 25 bps after July 2025 meeting?,1,4,0,0.026,0.0,-25.0,23551704.395621
FOMC,2025-07-30,No change in Fed interest rates after July 2025 meeting?,2,4,0,0.9705,1.0,0.0,28670116.640169
FOMC,2025-07-30,Fed increases interest rates by 25+ bps after July 2025 meeting?,3,4,0,0.0005,0.0,37.5,43479262.352112
FOMC,2025-07-30,Fed decreases interest rates by 50+ bps after July 2025 meeting?,0,4,1,0.0025,0.0,-62.5,40912544.015545
FOMC,2025-07-30,Fed decreases interest rates by 25 bps after July 2025 meeting?,1,4,1,0.0245,0.0,-25.0,23551704.395621
FOMC,2025-07-30,No change in Fed interest rates after July 2025 meeting?,2,4,1,0.9735,1.0,0.0,28670116.640169
FOMC,2025-07-30,Fed increases interest rates by 25+ bps after July 2025 meeting?,3,4,1,0.0005,0.0,37.5,43479262.352112
FOMC,2025-07-30,Fed decreases interest rates by 50+ bps after July 2025 meeting?,0,4,2,0.0075,0.0,-62.5,40912544.015545
FOMC,2025-07-30,Fed decreases interest rates by 25 bps after July 2025 meeting?,1,4,2,0.036,0.0,-25.0,23551704.395621
FOMC,2025-07-30,No change in Fed interest rates after July 2025 meeting?,2,4,2,0.9535,1.0,0.0,28670116.640169
FOMC,2025-07-30,Fed increases interest rates by 25+ bps after July 2025 meeting?,3,4,2,0.0005,0.0,37.5,43479262.352112
FOMC,2025-07-30,Fed decreases interest rates by 50+ bps after July 2025 meeting?,0,4,3,0.013,0.0,-62.5,40912544.015545
FOMC,2025-07-30,Fed decreases interest rates by 25 bps after July 2025 meeting?,1,4,3,0.034,0.0,-25.0,23551704.395621
FOMC,2025-07-30,No change in Fed interest rates after July 2025 meeting?,2,4,3,0.9515,1.0,0.0,28670116.640169
FOMC,2025-07-30,Fed increases interest rates by 25+ bps after July 2025 meeting?,3,4,3,0.0005,0.0,37.5,43479262.352112
FOMC,2025-07-30,Fed decreases interest rates by 50+ bps after July 2025 meeting?,0,4,5,0.0075,0.0,-62.5,40912544.015545
FOMC,2025-07-30,Fed decreases interest rates by 25 bps after July 2025 meeting?,1,4,5,0.0265,0.0,-25.0,23551704.395621
FOMC,2025-07-30,No change in Fed interest rates after July 2025 meeting?,2,4,5,0.9665,1.0,0.0,28670116.640169
FOMC,2025-07-30,Fed increases interest rates by 25+ bps after July 2025 meeting?,3,4,5,0.0005,0.0,37.5,43479262.352112
FOMC,2025-07-30,Fed decreases interest rates by 50+ bps after July 2025 meeting?,0,4,10,0.0085,0.0,-62.5,40912544.015545
FOMC,2025-07-30,Fed decreases interest rates by 25 bps after July 2025 meeting?,1,4,10,0.0315,0.0,-25.0,23551704.395621
FOMC,2025-07-30,No change in Fed interest rates after July 2025 meeting?,2,4,10,0.9595,1.0,0.0,28670116.640169
FOMC,2025-07-30,Fed increases interest rates by 25+ bps after July 2025 meeting?,3,4,10,0.0015,0.0,37.5,43479262.352112
FOMC,2025-07-30,Fed decreases interest rates by 50+ bps after July 2025 meeting?,0,4,15,0.013,0.0,-62.5,40912544.015545
FOMC,2025-07-30,Fed decreases interest rates by 25 bps after July 2025 meeting?,1,4,15,0.043,0.0,-25.0,23551704.395621
FOMC,2025-07-30,No change in Fed interest rates after July 2025 meeting?,2,4,15,0.945,1.0,0.0,28670116.640169
FOMC,2025-07-30,Fed increases interest rates by 25+ bps after July 2025 meeting?,3,4,15,0.0035,0.0,37.5,43479262.352112
FOMC,2025-07-30,Fed decreases interest rates by 50+ bps after July 2025 meeting?,0,4,20,0.01,0.0,-62.5,40912544.015545
FOMC,2025-07-30,Fed decreases interest rates by 25 bps after July 2025 meeting?,1,4,20,0.0455,0.0,-25.0,23551704.395621
FOMC,2025-07-30,No change in Fed interest rates after July 2025 meeting?,2,4,20,0.935,1.0,0.0,28670116.640169
FOMC,2025-07-30,Fed increases interest rates by 25+ bps after July 2025 meeting?,3,4,20,0.0035,0.0,37.5,43479262.352112
FOMC,2025-07-30,Fed decreases interest rates by 50+ bps after July 2025 meeting?,0,4,30,0.0165,0.0,-62.5,40912544.015545
FOMC,2025-07-30,Fed decreases interest rates by 25 bps after July 2025 meeting?,1,4,30,0.165,0.0,-25.0,23551704.395621
FOMC,2025-07-30,No change in Fed interest rates after July 2025 meeting?,2,4,30,0.815,1.0,0.0,28670116.640169
FOMC,2025-07-30,Fed increases interest rates by 25+ bps after July 2025 meeting?,3,4,30,0.0065,0.0,37.5,43479262.352112
FOMC,2025-07-30,Fed decreases interest rates by 50+ bps after July 2025 meeting?,0,4,45,0.0155,0.0,-62.5,40912544.015545
FOMC,2025-07-30,Fed decreases interest rates by 25 bps after July 2025 meeting?,1,4,45,0.175,0.0,-25.0,23551704.395621
FOMC,2025-07-30,No change in Fed interest rates after July 2025 meeting?,2,4,45,0.805,1.0,0.0,28670116.640169
FOMC,2025-07-30,Fed increases interest rates by 25+ bps after July 2025 meeting?,3,4,45,0.0065,0.0,37.5,43479262.352112
FOMC,2025-07-30,Fed decreases interest rates by 50+ bps after July 2025 meeting?,0,4,60,0.0235,0.0,-62.5,40912544.015545
FOMC,2025-07-30,Fed decreases interest rates by 25 bps after July 2025 meeting?,1,4,60,0.18,0.0,-25.0,23551704.395621
FOMC,2025-07-30,No change in Fed interest rates after July 2025 meeting?,2,4,60,0.79,1.0,0.0,28670116.640169
FOMC,2025-07-30,Fed increases interest rates by 25+ bps after July 2025 meeting?,3,4,60,0.0105,0.0,37.5,43479262.352112
FOMC,2025-09-17,Fed decreases interest rates by 50+ bps after September 2025 meeting?,0,4,0,0.0775,0.0,-62.5,49890284.071409
FOMC,2025-09-17,Fed decreases interest rates by 25 bps after September 2025 meeting?,1,4,0,0.905,1.0,-25.0,36329925.673244
FOMC,2025-09-17,No change in Fed interest rates after September 2025 meeting?,2,4,0,0.0205,0.0,0.0,67368762.49652
FOMC,2025-09-17,Fed increases interest rates by 25+ bps after September 2025 meeting?,3,4,0,0.0005,0.0,37.5,67002488.50419
FOMC,2025-09-17,Fed decreases interest rates by 50+ bps after September 2025 meeting?,0,4,1,0.0695,0.0,-62.5,49890284.071409
FOMC,2025-09-17,Fed decreases interest rates by 25 bps after September 2025 meeting?,1,4,1,0.905,1.0,-25.0,36329925.673244
FOMC,2025-09-17,No change in Fed interest rates after September 2025 meeting?,2,4,1,0.0245,0.0,0.0,67368762.49652
FOMC,2025-09-17,Fed increases interest rates by 25+ bps after September 2025 meeting?,3,4,1,0.0015,0.0,37.5,67002488.50419
FOMC,2025-09-17,Fed decreases interest rates by 50+ bps after September 2025 meeting?,0,4,2,0.081,0.0,-62.5,49890284.071409
FOMC,2025-09-17,Fed decreases interest rates by 25 bps after September 2025 meeting?,1,4,2,0.895,1.0,-25.0,36329925.673244
FOMC,2025-09-17,No change in Fed interest rates after September 2025 meeting?,2,4,2,0.0215,0.0,0.0,67368762.49652
FOMC,2025-09-17,Fed increases interest rates by 25+ bps after September 2025 meeting?,3,4,2,0.002,0.0,37.5,67002488.50419
FOMC,2025-09-17,Fed decreases interest rates by 50+ bps after September 2025 meeting?,0,4,3,0.0665,0.0,-62.5,49890284.071409
FOMC,2025-09-17,Fed decreases interest rates by 25 bps after September 2025 meeting?,1,4,3,0.905,1.0,-25.0,36329925.673244
FOMC,2025-09-17,No change in Fed interest rates after September 2025 meeting?,2,4,3,0.0235,0.0,0.0,67368762.49652
FOMC,2025-09-17,Fed increases interest rates by 25+ bps after September 2025 meeting?,3,4,3,0.0015,0.0,37.5,67002488.50419
FOMC,2025-09-17,Fed decreases interest rates by 50+ bps after September 2025 meeting?,0,4,5,0.115,0.0,-62.5,49890284.071409
FOMC,2025-09-17,Fed decreases interest rates by 25 bps after September 2025 meeting?,1,4,5,0.865,1.0,-25.0,36329925.673244
FOMC,2025-09-17,No change in Fed interest rates after September 2025 meeting?,2,4,5,0.0235,0.0,0.0,67368762.49652
FOMC,2025-09-17,Fed increases interest rates by 25+ bps after September 2025 meeting?,3,4,5,0.0015,0.0,37.5,67002488.50419
FOMC,2025-09-17,Fed decreases interest rates by 50+ bps after September 2025 meeting?,0,4,10,0.0985,0.0,-62.5,49890284.071409
FOMC,2025-09-17,Fed decreases interest rates by 25 bps after September 2025 meeting?,1,4,10,0.865,1.0,-25.0,36329925.673244
FOMC,2025-09-17,No change in Fed interest rates after September 2025 meeting?,2,4,10,0.028,0.0,0.0,67368762.49652
FOMC,2025-09-17,Fed increases interest rates by 25+ bps after September 2025 meeting?,3,4,10,0.0025,0.0,37.5,67002488.50419
FOMC,2025-09-17,Fed decreases interest rates by 50+ bps after September 2025 meeting?,0,4,15,0.0375,0.0,-62.5,49890284.071409
FOMC,2025-09-17,Fed decreases interest rates by 25 bps after September 2025 meeting?,1,4,15,0.825,1.0,-25.0,36329925.673244
FOMC,2025-09-17,No change in Fed interest rates after September 2025 meeting?,2,4,15,0.125,0.0,0.0,67368762.49652
FOMC,2025-09-17,Fed increases interest rates by 25+ bps after September 2025 meeting?,3,4,15,0.0035,0.0,37.5,67002488.50419
FOMC,2025-09-17,Fed decreases interest rates by 50+ bps after September 2025 meeting?,0,4,20,0.054,0.0,-62.5,49890284.071409
FOMC,2025-09-17,Fed decreases interest rates by 25 bps after September 2025 meeting?,1,4,20,0.775,1.0,-25.0,36329925.673244
FOMC,2025-09-17,No change in Fed interest rates after September 2025 meeting?,2,4,20,0.16,0.0,0.0,67368762.49652
FOMC,2025-09-17,Fed increases interest rates by 25+ bps after September 2025 meeting?,3,4,20,0.0045,0.0,37.5,67002488.50419
FOMC,2025-09-17,Fed decreases interest rates by 50+ bps after September 2025 meeting?,0,4,30,0.034,0.0,-62.5,49890284.071409
FOMC,2025-09-17,Fed decreases interest rates by 25 bps after September 2025 meeting?,1,4,30,0.705,1.0,-25.0,36329925.673244
FOMC,2025-09-17,No change in Fed interest rates after September 2025 meeting?,2,4,30,0.255,0.0,0.0,67368762.49652
FOMC,2025-09-17,Fed increases interest rates by 25+ bps after September 2025 meeting?,3,4,30,0.0055,0.0,37.5,67002488.50419
FOMC,2025-09-17,Fed decreases interest rates by 50+ bps after September 2025 meeting?,0,4,45,0.083,0.0,-62.5,49890284.071409
FOMC,2025-09-17,Fed decreases interest rates by 25 bps after September 2025 meeting?,1,4,45,0.705,1.0,-25.0,36329925.673244
FOMC,2025-09-17,No change in Fed interest rates after September 2025 meeting?,2,4,45,0.215,0.0,0.0,67368762.49652
FOMC,2025-09-17,Fed increases interest rates by 25+ bps after September 2025 meeting?,3,4,45,0.0055,0.0,37.5,67002488.50419
FOMC,2025-09-17,Fed decreases interest rates by 50+ bps after September 2025 meeting?,0,4,60,0.064,0.0,-62.5,49890284.071409
FOMC,2025-09-17,Fed decreases interest rates by 25 bps after September 2025 meeting?,1,4,60,0.435,1.0,-25.0,36329925.673244
FOMC,2025-09-17,No change in Fed interest rates after September 2025 meeting?,2,4,60,0.495,0.0,0.0,67368762.49652
FOMC,2025-09-17,Fed increases interest rates by 25+ bps after September 2025 meeting?,3,4,60,0.0075,0.0,37.5,67002488.50419
FOMC,2025-10-29,Fed decreases interest rates by 50+ bps after October 2025 meeting?,0,4,1,0.0085,0.0,-62.5,52589989.131546
FOMC,2025-10-29,Fed decreases interest rates by 25 bps after October 2025 meeting?,1,4,1,0.9805,1.0,-25.0,51626217.76071
FOMC,2025-10-29,No change in Fed interest rates after October 2025 meeting?,2,4,1,0.0095,0.0,0.0,46052653.992844
FOMC,2025-10-29,Fed increases interest rates by 25+ bps after October 2025 meeting?,3,4,1,0.0005,0.0,37.5,102216689.131463
FOMC,2025-10-29,Fed decreases interest rates by 50+ bps after October 2025 meeting?,0,4,2,0.0075,0.0,-62.5,52589989.131546
FOMC,2025-10-29,Fed decreases interest rates by 25 bps after October 2025 meeting?,1,4,2,0.9825,1.0,-25.0,51626217.76071
FOMC,2025-10-29,No change in Fed interest rates after October 2025 meeting?,2,4,2,0.0105,0.0,0.0,46052653.992844
FOMC,2025-10-29,Fed increases interest rates by 25+ bps after October 2025 meeting?,3,4,2,0.0005,0.0,37.5,102216689.131463
FOMC,2025-10-29,Fed decreases interest rates by 50+ bps after October 2025 meeting?,0,4,3,0.0075,0.0,-62.5,52589989.131546
FOMC,2025-10-29,Fed decreases interest rates by 25 bps after October 2025 meeting?,1,4,3,0.9825,1.0,-25.0,51626217.76071
FOMC,2025-10-29,No change in Fed interest rates after October 2025 meeting?,2,4,3,0.0075,0.0,0.0,46052653.992844
FOMC,2025-10-29,Fed increases interest rates by 25+ bps after October 2025 meeting?,3,4,3,0.0005,0.0,37.5,102216689.131463
FOMC,2025-10-29,Fed decreases interest rates by 50+ bps after October 2025 meeting?,0,4,5,0.0145,0.0,-62.5,52589989.131546
FOMC,2025-10-29,Fed decreases interest rates by 25 bps after October 2025 meeting?,1,4,5,0.9575,1.0,-25.0,51626217.76071
FOMC,2025-10-29,No change in Fed interest rates after October 2025 meeting?,2,4,5,0.0275,0.0,0.0,46052653.992844
FOMC,2025-10-29,Fed increases interest rates by 25+ bps after October 2025 meeting?,3,4,5,0.0015,0.0,37.5,102216689.131463
FOMC,2025-10-29,Fed decreases interest rates by 50+ bps after October 2025 meeting?,0,4,10,0.0295,0.0,-62.5,52589989.131546
FOMC,2025-10-29,Fed decreases interest rates by 25 bps after October 2025 meeting?,1,4,10,0.945,1.0,-25.0,51626217.76071
FOMC,2025-10-29,No change in Fed interest rates after October 2025 meeting?,2,4,10,0.0275,0.0,0.0,46052653.992844
FOMC,2025-10-29,Fed increases interest rates by 25+ bps after October 2025 meeting?,3,4,10,0.0025,0.0,37.5,102216689.131463
FOMC,2025-10-29,Fed decreases interest rates by 50+ bps after October 2025 meeting?,0,4,15,0.0285,0.0,-62.5,52589989.131546
FOMC,2025-10-29,Fed decreases interest rates by 25 bps after October 2025 meeting?,1,4,15,0.915,1.0,-25.0,51626217.76071
FOMC,2025-10-29,No change in Fed interest rates after October 2025 meeting?,2,4,15,0.055,0.0,0.0,46052653.992844
FOMC,2025-10-29,Fed increases interest rates by 25+ bps after October 2025 meeting?,3,4,15,0.0025,0.0,37.5,102216689.131463
FOMC,2025-10-29,Fed decreases interest rates by 50+ bps after October 2025 meeting?,0,4,20,0.0225,0.0,-62.5,52589989.131546
FOMC,2025-10-29,Fed decreases interest rates by 25 bps after October 2025 meeting?,1,4,20,0.895,1.0,-25.0,51626217.76071
FOMC,2025-10-29,No change in Fed interest rates after October 2025 meeting?,2,4,20,0.075,0.0,0.0,46052653.992844
FOMC,2025-10-29,Fed increases interest rates by 25+ bps after October 2025 meeting?,3,4,20,0.0025,0.0,37.5,102216689.131463
FOMC,2025-10-29,Fed decreases interest rates by 50+ bps after October 2025 meeting?,0,4,30,0.0355,0.0,-62.5,52589989.131546
FOMC,2025-10-29,Fed decreases interest rates by 25 bps after October 2025 meeting?,1,4,30,0.805,1.0,-25.0,51626217.76071
FOMC,2025-10-29,No change in Fed interest rates after October 2025 meeting?,2,4,30,0.155,0.0,0.0,46052653.992844
FOMC,2025-10-29,Fed increases interest rates by 25+ bps after October 2025 meeting?,3,4,30,0.0055,0.0,37.5,102216689.131463
FOMC,2025-10-29,Fed decreases interest rates by 50+ bps after October 2025 meeting?,0,4,45,0.0845,0.0,-62.5,52589989.131546
FOMC,2025-10-29,Fed decreases interest rates by 25 bps after October 2025 meeting?,1,4,45,0.68,1.0,-25.0,51626217.76071
FOMC,2025-10-29,No change in Fed interest rates after October 2025 meeting?,2,4,45,0.235,0.0,0.0,46052653.992844
FOMC,2025-10-29,Fed increases interest rates by 25+ bps after October 2025 meeting?,3,4,45,0.0085,0.0,37.5,102216689.131463
FOMC,2025-10-29,Fed decreases interest rates by 50+ bps after October 2025 meeting?,0,4,60,0.0645,0.0,-62.5,52589989.131546
FOMC,2025-10-29,Fed decreases interest rates by 25 bps after October 2025 meeting?,1,4,60,0.46,1.0,-25.0,51626217.76071
FOMC,2025-10-29,No change in Fed interest rates after October 2025 meeting?,2,4,60,0.45,0.0,0.0,46052653.992844
FOMC,2025-10-29,Fed increases interest rates by 25+ bps after October 2025 meeting?,3,4,60,0.0095,0.0,37.5,102216689.131463
FOMC,2025-12-10,Fed decreases interest rates by 50+ bps after December 2025 meeting?,0,4,0,0.0045,0.0,-62.5,161574382.129451
FOMC,2025-12-10,Fed decreases interest rates by 25 bps after December 2025 meeting?,1,4,0,0.969,1.0,-25.0,54634506.683355
FOMC,2025-12-10,No change in Fed interest rates after December 2025 meeting?,2,4,0,0.0265,0.0,0.0,44523455.111481
FOMC,2025-12-10,Fed increases interest rates by 25+ bps after December 2025 meeting?,3,4,0,0.0005,0.0,37.5,133173605.453166
FOMC,2025-12-10,Fed decreases interest rates by 50+ bps after December 2025 meeting?,0,4,1,0.0065,0.0,-62.5,161574382.129451
FOMC,2025-12-10,Fed decreases interest rates by 25 bps after December 2025 meeting?,1,4,1,0.945,1.0,-25.0,54634506.683355
FOMC,2025-12-10,No change in Fed interest rates after December 2025 meeting?,2,4,1,0.045,0.0,0.0,44523455.111481
FOMC,2025-12-10,Fed increases interest rates by 25+ bps after December 2025 meeting?,3,4,1,0.0005,0.0,37.5,133173605.453166
FOMC,2025-12-10,Fed decreases interest rates by 50+ bps after December 2025 meeting?,0,4,2,0.0065,0.0,-62.5,161574382.129451
FOMC,2025-12-10,Fed decreases interest rates by 25 bps after December 2025 meeting?,1,4,2,0.935,1.0,-25.0,54634506.683355
FOMC,2025-12-10,No change in Fed interest rates after December 2025 meeting?,2,4,2,0.065,0.0,0.0,44523455.111481
FOMC,2025-12-10,Fed increases interest rates by 25+ bps after December 2025 meeting?,3,4,2,0.0005,0.0,37.5,133173605.453166
FOMC,2025-12-10,Fed decreases interest rates by 50+ bps after December 2025 meeting?,0,4,3,0.0065,0.0,-62.5,161574382.129451
FOMC,2025-12-10,Fed decreases interest rates by 25 bps after December 2025 meeting?,1,4,3,0.925,1.0,-25.0,54634506.683355
FOMC,2025-12-10,No change in Fed interest rates after December 2025 meeting?,2,4,3,0.075,0.0,0.0,44523455.111481
FOMC,2025-12-10,Fed increases interest rates by 25+ bps after December 2025 meeting?,3,4,3,0.0015,0.0,37.5,133173605.453166
FOMC,2025-12-10,Fed decreases interest rates by 50+ bps after December 2025 meeting?,0,4,5,0.0045,0.0,-62.5,161574382.129451
FOMC,2025-12-10,Fed decreases interest rates by 25 bps after December 2025 meeting?,1,4,5,0.915,1.0,-25.0,54634506.683355
FOMC,2025-12-10,No change in Fed interest rates after December 2025 meeting?,2,4,5,0.075,0.0,0.0,44523455.111481
FOMC,2025-12-10,Fed increases interest rates by 25+ bps after December 2025 meeting?,3,4,5,0.0015,0.0,37.5,133173605.453166
FOMC,2025-12-10,Fed decreases interest rates by 50+ bps after December 2025 meeting?,0,4,10,0.0105,0.0,-62.5,161574382.129451
FOMC,2025-12-10,Fed decreases interest rates by 25 bps after December 2025 meeting?,1,4,10,0.88,1.0,-25.0,54634506.683355
FOMC,2025-12-10,No change in Fed interest rates after December 2025 meeting?,2,4,10,0.115,0.0,0.0,44523455.111481
FOMC,2025-12-10,Fed increases interest rates by 25+ bps after December 2025 meeting?,3,4,10,0.0035,0.0,37.5,133173605.453166
FOMC,2025-12-10,Fed decreases interest rates by 50+ bps after December 2025 meeting?,0,4,15,0.0115,0.0,-62.5,161574382.129451
FOMC,2025-12-10,Fed decreases interest rates by 25 bps after December 2025 meeting?,1,4,15,0.825,1.0,-25.0,54634506.683355
FOMC,2025-12-10,No change in Fed interest rates after December 2025 meeting?,2,4,15,0.155,0.0,0.0,44523455.111481
FOMC,2025-12-10,Fed increases interest rates by 25+ bps after December 2025 meeting?,3,4,15,0.0035,0.0,37.5,133173605.453166
FOMC,2025-12-10,Fed decreases interest rates by 50+ bps after December 2025 meeting?,0,4,20,0.0155,0.0,-62.5,161574382.129451
FOMC,2025-12-10,Fed decreases interest rates by 25 bps after December 2025 meeting?,1,4,20,0.215,1.0,-25.0,54634506.683355
