familia,evento,mercado,bucket,K,h,p,y,valor,volume
FOMC,2024-05-01,Fed decreases interest rates by 50+ bps after May 2024 meeting?,0,4,0,0.002,0.0,-62.5,214654.56
FOMC,2024-05-01,Fed decreases interest rates by 25 bps after 2024 May meeting?,1,4,0,0.0045,0.0,-25.0,234731.02
FOMC,2024-05-01,No change in Fed interest rates after 2024 May meeting?,2,4,0,0.991,1.0,0.0,165142.11
FOMC,2024-05-01,Fed raises interest rates by 25+ bps after 2024 May meeting?,3,4,0,0.007,0.0,37.5,286083.44
FOMC,2024-05-01,Fed decreases interest rates by 50+ bps after May 2024 meeting?,0,4,1,0.004,0.0,-62.5,214654.56
FOMC,2024-05-01,Fed decreases interest rates by 25 bps after 2024 May meeting?,1,4,1,0.0055,0.0,-25.0,234731.02
FOMC,2024-05-01,No change in Fed interest rates after 2024 May meeting?,2,4,1,0.988,1.0,0.0,165142.11
FOMC,2024-05-01,Fed raises interest rates by 25+ bps after 2024 May meeting?,3,4,1,0.008,0.0,37.5,286083.44
FOMC,2024-05-01,Fed decreases interest rates by 50+ bps after May 2024 meeting?,0,4,2,0.0075,0.0,-62.5,214654.56
FOMC,2024-05-01,Fed decreases interest rates by 25 bps after 2024 May meeting?,1,4,2,0.0055,0.0,-25.0,234731.02
FOMC,2024-05-01,No change in Fed interest rates after 2024 May meeting?,2,4,2,0.9845,1.0,0.0,165142.11
FOMC,2024-05-01,Fed raises interest rates by 25+ bps after 2024 May meeting?,3,4,2,0.008,0.0,37.5,286083.44
FOMC,2024-05-01,Fed decreases interest rates by 50+ bps after May 2024 meeting?,0,4,3,0.0075,0.0,-62.5,214654.56
FOMC,2024-05-01,Fed decreases interest rates by 25 bps after 2024 May meeting?,1,4,3,0.0045,0.0,-25.0,234731.02
FOMC,2024-05-01,No change in Fed interest rates after 2024 May meeting?,2,4,3,0.9865,1.0,0.0,165142.11
FOMC,2024-05-01,Fed raises interest rates by 25+ bps after 2024 May meeting?,3,4,3,0.0095,0.0,37.5,286083.44
FOMC,2024-05-01,Fed decreases interest rates by 50+ bps after May 2024 meeting?,0,4,5,0.008,0.0,-62.5,214654.56
FOMC,2024-05-01,Fed decreases interest rates by 25 bps after 2024 May meeting?,1,4,5,0.009,0.0,-25.0,234731.02
FOMC,2024-05-01,No change in Fed interest rates after 2024 May meeting?,2,4,5,0.979,1.0,0.0,165142.11
FOMC,2024-05-01,Fed raises interest rates by 25+ bps after 2024 May meeting?,3,4,5,0.0125,0.0,37.5,286083.44
FOMC,2024-05-01,Fed decreases interest rates by 50+ bps after May 2024 meeting?,0,4,10,0.0095,0.0,-62.5,214654.56
FOMC,2024-05-01,Fed decreases interest rates by 25 bps after 2024 May meeting?,1,4,10,0.0115,0.0,-25.0,234731.02
FOMC,2024-05-01,No change in Fed interest rates after 2024 May meeting?,2,4,10,0.9775,1.0,0.0,165142.11
FOMC,2024-05-01,Fed raises interest rates by 25+ bps after 2024 May meeting?,3,4,10,0.01,0.0,37.5,286083.44
FOMC,2024-05-01,Fed decreases interest rates by 50+ bps after May 2024 meeting?,0,4,15,0.0135,0.0,-62.5,214654.56
FOMC,2024-05-01,Fed decreases interest rates by 25 bps after 2024 May meeting?,1,4,15,0.017,0.0,-25.0,234731.02
FOMC,2024-05-01,No change in Fed interest rates after 2024 May meeting?,2,4,15,0.9645,1.0,0.0,165142.11
FOMC,2024-05-01,Fed raises interest rates by 25+ bps after 2024 May meeting?,3,4,15,0.0135,0.0,37.5,286083.44
FOMC,2024-05-01,Fed decreases interest rates by 50+ bps after May 2024 meeting?,0,4,20,0.0125,0.0,-62.5,214654.56
FOMC,2024-05-01,Fed decreases interest rates by 25 bps after 2024 May meeting?,1,4,20,0.0175,0.0,-25.0,234731.02
FOMC,2024-05-01,No change in Fed interest rates after 2024 May meeting?,2,4,20,0.9675,1.0,0.0,165142.11
FOMC,2024-05-01,Fed raises interest rates by 25+ bps after 2024 May meeting?,3,4,20,0.0035,0.0,37.5,286083.44
FOMC,2026-06-17,Will the Fed decrease interest rates by 50+ bps after the June 2026 meeting?,0,5,0,0.0005,0.0,-62.5,37866883.42341023
FOMC,2026-06-17,Will the Fed decrease interest rates by 25 bps after the June 2026 meeting?,1,5,0,0.0025,0.0,-25.0,30934915.761426214
FOMC,2026-06-17,Will there be no change in Fed interest rates after the June 2026 meeting?,2,5,0,0.9975,1.0,0.0,43061416.20801809
FOMC,2026-06-17,Will the Fed increase interest rates by 25 bps after the June 2026 meeting?,3,5,0,0.002,0.0,25.0,31037182.120555956
FOMC,2026-06-17,Will the Fed increase interest rates by 50+ bps after the June 2026 meeting?,4,5,0,0.0005,0.0,62.5,21740489.034398694
FOMC,2026-06-17,Will the Fed decrease interest rates by 50+ bps after the June 2026 meeting?,0,5,1,0.0005,0.0,-62.5,37866883.42341023
FOMC,2026-06-17,Will the Fed decrease interest rates by 25 bps after the June 2026 meeting?,1,5,1,0.0045,0.0,-25.0,30934915.761426214
FOMC,2026-06-17,Will there be no change in Fed interest rates after the June 2026 meeting?,2,5,1,0.9945,1.0,0.0,43061416.20801809
FOMC,2026-06-17,Will the Fed increase interest rates by 25 bps after the June 2026 meeting?,3,5,1,0.0015,0.0,25.0,31037182.120555956
FOMC,2026-06-17,Will the Fed increase interest rates by 50+ bps after the June 2026 meeting?,4,5,1,0.0005,0.0,62.5,21740489.034398694
FOMC,2026-06-17,Will the Fed decrease interest rates by 50+ bps after the June 2026 meeting?,0,5,2,0.0015,0.0,-62.5,37866883.42341023
FOMC,2026-06-17,Will the Fed decrease interest rates by 25 bps after the June 2026 meeting?,1,5,2,0.0035,0.0,-25.0,30934915.761426214
FOMC,2026-06-17,Will there be no change in Fed interest rates after the June 2026 meeting?,2,5,2,0.9955,1.0,0.0,43061416.20801809
FOMC,2026-06-17,Will the Fed increase interest rates by 25 bps after the June 2026 meeting?,3,5,2,0.0005,0.0,25.0,31037182.120555956
FOMC,2026-06-17,Will the Fed increase interest rates by 50+ bps after the June 2026 meeting?,4,5,2,0.0005,0.0,62.5,21740489.034398694
FOMC,2026-06-17,Will the Fed decrease interest rates by 50+ bps after the June 2026 meeting?,0,5,3,0.0015,0.0,-62.5,37866883.42341023
FOMC,2026-06-17,Will the Fed decrease interest rates by 25 bps after the June 2026 meeting?,1,5,3,0.0025,0.0,-25.0,30934915.761426214
FOMC,2026-06-17,Will there be no change in Fed interest rates after the June 2026 meeting?,2,5,3,0.9955,1.0,0.0,43061416.20801809
FOMC,2026-06-17,Will the Fed increase interest rates by 25 bps after the June 2026 meeting?,3,5,3,0.0015,0.0,25.0,31037182.120555956
FOMC,2026-06-17,Will the Fed increase interest rates by 50+ bps after the June 2026 meeting?,4,5,3,0.0005,0.0,62.5,21740489.034398694
FOMC,2026-06-17,Will the Fed decrease interest rates by 50+ bps after the June 2026 meeting?,0,5,5,0.0015,0.0,-62.5,37866883.42341023
FOMC,2026-06-17,Will the Fed decrease interest rates by 25 bps after the June 2026 meeting?,1,5,5,0.0025,0.0,-25.0,30934915.761426214
FOMC,2026-06-17,Will there be no change in Fed interest rates after the June 2026 meeting?,2,5,5,0.9935,1.0,0.0,43061416.20801809
FOMC,2026-06-17,Will the Fed increase interest rates by 25 bps after the June 2026 meeting?,3,5,5,0.0035,0.0,25.0,31037182.120555956
FOMC,2026-06-17,Will the Fed increase interest rates by 50+ bps after the June 2026 meeting?,4,5,5,0.0005,0.0,62.5,21740489.034398694
FOMC,2026-06-17,Will the Fed decrease interest rates by 50+ bps after the June 2026 meeting?,0,5,10,0.0015,0.0,-62.5,37866883.42341023
FOMC,2026-06-17,Will the Fed decrease interest rates by 25 bps after the June 2026 meeting?,1,5,10,0.0045,0.0,-25.0,30934915.761426214
FOMC,2026-06-17,Will there be no change in Fed interest rates after the June 2026 meeting?,2,5,10,0.9925,1.0,0.0,43061416.20801809
FOMC,2026-06-17,Will the Fed increase interest rates by 25 bps after the June 2026 meeting?,3,5,10,0.0035,0.0,25.0,31037182.120555956
FOMC,2026-06-17,Will the Fed increase interest rates by 50+ bps after the June 2026 meeting?,4,5,10,0.0005,0.0,62.5,21740489.034398694
FOMC,2026-06-17,Will the Fed decrease interest rates by 50+ bps after the June 2026 meeting?,0,5,15,0.0045,0.0,-62.5,37866883.42341023
FOMC,2026-06-17,Will the Fed decrease interest rates by 25 bps after the June 2026 meeting?,1,5,15,0.0095,0.0,-25.0,30934915.761426214
FOMC,2026-06-17,Will there be no change in Fed interest rates after the June 2026 meeting?,2,5,15,0.9825,1.0,0.0,43061416.20801809
FOMC,2026-06-17,Will the Fed increase interest rates by 25 bps after the June 2026 meeting?,3,5,15,0.0055,0.0,25.0,31037182.120555956
FOMC,2026-06-17,Will the Fed increase interest rates by 50+ bps after the June 2026 meeting?,4,5,15,0.0015,0.0,62.5,21740489.034398694
FOMC,2026-06-17,Will the Fed decrease interest rates by 50+ bps after the June 2026 meeting?,0,5,20,0.0055,0.0,-62.5,37866883.42341023
FOMC,2026-06-17,Will the Fed decrease interest rates by 25 bps after the June 2026 meeting?,1,5,20,0.0125,0.0,-25.0,30934915.761426214
FOMC,2026-06-17,Will there be no change in Fed interest rates after the June 2026 meeting?,2,5,20,0.9755,1.0,0.0,43061416.20801809
FOMC,2026-06-17,Will the Fed increase interest rates by 25 bps after the June 2026 meeting?,3,5,20,0.0065,0.0,25.0,31037182.120555956
FOMC,2026-06-17,Will the Fed increase interest rates by 50+ bps after the June 2026 meeting?,4,5,20,0.0025,0.0,62.5,21740489.034398694
FOMC,2026-06-17,Will the Fed decrease interest rates by 50+ bps after the June 2026 meeting?,0,5,30,0.0045,0.0,-62.5,37866883.42341023
FOMC,2026-06-17,Will the Fed decrease interest rates by 25 bps after the June 2026 meeting?,1,5,30,0.0105,0.0,-25.0,30934915.761426214
FOMC,2026-06-17,Will there be no change in Fed interest rates after the June 2026 meeting?,2,5,30,0.9785,1.0,0.0,43061416.20801809
FOMC,2026-06-17,Will the Fed increase interest rates by 25 bps after the June 2026 meeting?,3,5,30,0.0075,0.0,25.0,31037182.120555956
FOMC,2026-06-17,Will the Fed increase interest rates by 50+ bps after the June 2026 meeting?,4,5,30,0.0025,0.0,62.5,21740489.034398694
FOMC,2026-06-17,Will the Fed decrease interest rates by 50+ bps after the June 2026 meeting?,0,5,45,0.0045,0.0,-62.5,37866883.42341023
FOMC,2026-06-17,Will the Fed decrease interest rates by 25 bps after the June 2026 meeting?,1,5,45,0.0365,0.0,-25.0,30934915.761426214
FOMC,2026-06-17,Will there be no change in Fed interest rates after the June 2026 meeting?,2,5,45,0.955,1.0,0.0,43061416.20801809
FOMC,2026-06-17,Will the Fed increase interest rates by 25 bps after the June 2026 meeting?,3,5,45,0.0115,0.0,25.0,31037182.120555956
FOMC,2026-06-17,Will the Fed increase interest rates by 50+ bps after the June 2026 meeting?,4,5,45,0.0035,0.0,62.5,21740489.034398694
FOMC,2024-06-12,Fed decreases interest rates by 50+ bps after June 2024 meeting?,0,4,0,0.0025,0.0,-62.5,571695.35
FOMC,2024-06-12,Fed decreases interest rates by 25 bps after June 2024 meeting?,1,4,0,0.0355,0.0,-25.0,602846.11
FOMC,2024-06-12,No change in Fed interest rates after 2024 June meeting?,2,4,0,0.967,1.0,0.0,530059.99
FOMC,2024-06-12,Fed increases interest rates by 25+ bps after June 2024 meeting?,3,4,0,0.011,0.0,37.5,582731.69
FOMC,2024-06-12,Fed decreases interest rates by 50+ bps after June 2024 meeting?,0,4,1,0.0015,0.0,-62.5,571695.35
FOMC,2024-06-12,Fed decreases interest rates by 25 bps after June 2024 meeting?,1,4,1,0.031,0.0,-25.0,602846.11
FOMC,2024-06-12,No change in Fed interest rates after 2024 June meeting?,2,4,1,0.968,1.0,0.0,530059.99
FOMC,2024-06-12,Fed increases interest rates by 25+ bps after June 2024 meeting?,3,4,1,0.003,0.0,37.5,582731.69
FOMC,2024-06-12,Fed decreases interest rates by 50+ bps after June 2024 meeting?,0,4,2,0.0025,0.0,-62.5,571695.35
FOMC,2024-06-12,Fed decreases interest rates by 25 bps after June 2024 meeting?,1,4,2,0.03,0.0,-25.0,602846.11
FOMC,2024-06-12,No change in Fed interest rates after 2024 June meeting?,2,4,2,0.9675,1.0,0.0,530059.99
FOMC,2024-06-12,Fed increases interest rates by 25+ bps after June 2024 meeting?,3,4,2,0.0015,0.0,37.5,582731.69
FOMC,2024-06-12,Fed decreases interest rates by 50+ bps after June 2024 meeting?,0,4,3,0.0035,0.0,-62.5,571695.35
FOMC,2024-06-12,Fed decreases interest rates by 25 bps after June 2024 meeting?,1,4,3,0.037,0.0,-25.0,602846.11
FOMC,2024-06-12,No change in Fed interest rates after 2024 June meeting?,2,4,3,0.9605,1.0,0.0,530059.99
FOMC,2024-06-12,Fed increases interest rates by 25+ bps after June 2024 meeting?,3,4,3,0.0015,0.0,37.5,582731.69
FOMC,2024-06-12,Fed decreases interest rates by 50+ bps after June 2024 meeting?,0,4,5,0.005,0.0,-62.5,571695.35
FOMC,2024-06-12,Fed decreases interest rates by 25 bps after June 2024 meeting?,1,4,5,0.05,0.0,-25.0,602846.11
FOMC,2024-06-12,No change in Fed interest rates after 2024 June meeting?,2,4,5,0.944,1.0,0.0,530059.99
FOMC,2024-06-12,Fed increases interest rates by 25+ bps after June 2024 meeting?,3,4,5,0.002,0.0,37.5,582731.69
FOMC,2024-06-12,Fed decreases interest rates by 50+ bps after June 2024 meeting?,0,4,10,0.009,0.0,-62.5,571695.35
FOMC,2024-06-12,Fed decreases interest rates by 25 bps after June 2024 meeting?,1,4,10,0.0225,0.0,-25.0,602846.11
FOMC,2024-06-12,No change in Fed interest rates after 2024 June meeting?,2,4,10,0.97,1.0,0.0,530059.99
FOMC,2024-06-12,Fed increases interest rates by 25+ bps after June 2024 meeting?,3,4,10,0.007,0.0,37.5,582731.69
FOMC,2024-06-12,Fed decreases interest rates by 50+ bps after June 2024 meeting?,0,4,15,0.0065,0.0,-62.5,571695.35
FOMC,2024-06-12,Fed decreases interest rates by 25 bps after June 2024 meeting?,1,4,15,0.017,0.0,-25.0,602846.11
FOMC,2024-06-12,No change in Fed interest rates after 2024 June meeting?,2,4,15,0.9735,1.0,0.0,530059.99
FOMC,2024-06-12,Fed increases interest rates by 25+ bps after June 2024 meeting?,3,4,15,0.0065,0.0,37.5,582731.69
FOMC,2024-06-12,Fed decreases interest rates by 50+ bps after June 2024 meeting?,0,4,20,0.006,0.0,-62.5,571695.35
FOMC,2024-06-12,Fed decreases interest rates by 25 bps after June 2024 meeting?,1,4,20,0.018,0.0,-25.0,602846.11
FOMC,2024-06-12,No change in Fed interest rates after 2024 June meeting?,2,4,20,0.9695,1.0,0.0,530059.99
FOMC,2024-06-12,Fed increases interest rates by 25+ bps after June 2024 meeting?,3,4,20,0.008,0.0,37.5,582731.69
FOMC,2024-06-12,Fed decreases interest rates by 50+ bps after June 2024 meeting?,0,4,30,0.005,0.0,-62.5,571695.35
FOMC,2024-06-12,Fed decreases interest rates by 25 bps after June 2024 meeting?,1,4,30,0.0465,0.0,-25.0,602846.11
FOMC,2024-06-12,No change in Fed interest rates after 2024 June meeting?,2,4,30,0.947,1.0,0.0,530059.99
FOMC,2024-06-12,Fed increases interest rates by 25+ bps after June 2024 meeting?,3,4,30,0.0085,0.0,37.5,582731.69
FOMC,2024-07-31,Fed decreases interest rates by 50+ bps after July 2024 meeting?,0,4,0,0.004,0.0,-62.5,637520.07
FOMC,2024-07-31,Fed decreases interest rates by 25 bps after July 2024 meeting?,1,4,0,0.0395,0.0,-25.0,884827.58
FOMC,2024-07-31,No change in Fed interest rates after 2024 July meeting?,2,4,0,0.96,1.0,0.0,517320.23
FOMC,2024-07-31,Fed increases interest rates by 25+ bps after July 2024 meeting?,3,4,0,0.003,0.0,37.5,752276.2
FOMC,2024-07-31,Fed decreases interest rates by 50+ bps after July 2024 meeting?,0,4,1,0.004,0.0,-62.5,637520.07
FOMC,2024-07-31,Fed decreases interest rates by 25 bps after July 2024 meeting?,1,4,1,0.0465,0.0,-25.0,884827.58
FOMC,2024-07-31,No change in Fed interest rates after 2024 July meeting?,2,4,1,0.956,1.0,0.0,517320.23
FOMC,2024-07-31,Fed increases interest rates by 25+ bps after July 2024 meeting?,3,4,1,0.0025,0.0,37.5,752276.2
FOMC,2024-07-31,Fed decreases interest rates by 50+ bps after July 2024 meeting?,0,4,2,0.0075,0.0,-62.5,637520.07
FOMC,2024-07-31,Fed decreases interest rates by 25 bps after July 2024 meeting?,1,4,2,0.045,0.0,-25.0,884827.58
FOMC,2024-07-31,No change in Fed interest rates after 2024 July meeting?,2,4,2,0.954,1.0,0.0,517320.23
FOMC,2024-07-31,Fed increases interest rates by 25+ bps after July 2024 meeting?,3,4,2,0.002,0.0,37.5,752276.2
FOMC,2024-07-31,Fed decreases interest rates by 50+ bps after July 2024 meeting?,0,4,3,0.0055,0.0,-62.5,637520.07
FOMC,2024-07-31,Fed decreases interest rates by 25 bps after July 2024 meeting?,1,4,3,0.0525,0.0,-25.0,884827.58
FOMC,2024-07-31,No change in Fed interest rates after 2024 July meeting?,2,4,3,0.946,1.0,0.0,517320.23
FOMC,2024-07-31,Fed increases interest rates by 25+ bps after July 2024 meeting?,3,4,3,0.0015,0.0,37.5,752276.2
FOMC,2024-07-31,Fed decreases interest rates by 50+ bps after July 2024 meeting?,0,4,5,0.0145,0.0,-62.5,637520.07
FOMC,2024-07-31,Fed decreases interest rates by 25 bps after July 2024 meeting?,1,4,5,0.067,0.0,-25.0,884827.58
FOMC,2024-07-31,No change in Fed interest rates after 2024 July meeting?,2,4,5,0.925,1.0,0.0,517320.23
FOMC,2024-07-31,Fed increases interest rates by 25+ bps after July 2024 meeting?,3,4,5,0.0005,0.0,37.5,752276.2
FOMC,2024-07-31,Fed decreases interest rates by 50+ bps after July 2024 meeting?,0,4,10,0.0045,0.0,-62.5,637520.07
FOMC,2024-07-31,Fed decreases interest rates by 25 bps after July 2024 meeting?,1,4,10,0.0525,0.0,-25.0,884827.58
FOMC,2024-07-31,No change in Fed interest rates after 2024 July meeting?,2,4,10,0.95,1.0,0.0,517320.23
FOMC,2024-07-31,Fed increases interest rates by 25+ bps after July 2024 meeting?,3,4,10,0.003,0.0,37.5,752276.2
FOMC,2024-07-31,Fed decreases interest rates by 50+ bps after July 2024 meeting?,0,4,15,0.008,0.0,-62.5,637520.07
FOMC,2024-07-31,Fed decreases interest rates by 25 bps after July 2024 meeting?,1,4,15,0.0875,0.0,-25.0,884827.58
FOMC,2024-07-31,No change in Fed interest rates after 2024 July meeting?,2,4,15,0.9005,1.0,0.0,517320.23
FOMC,2024-07-31,Fed increases interest rates by 25+ bps after July 2024 meeting?,3,4,15,0.005,0.0,37.5,752276.2
FOMC,2024-07-31,Fed decreases interest rates by 50+ bps after July 2024 meeting?,0,4,20,0.006,0.0,-62.5,637520.07
FOMC,2024-07-31,Fed decreases interest rates by 25 bps after July 2024 meeting?,1,4,20,0.063,0.0,-25.0,884827.58
FOMC,2024-07-31,No change in Fed interest rates after 2024 July meeting?,2,4,20,0.9285,1.0,0.0,517320.23
FOMC,2024-07-31,Fed increases interest rates by 25+ bps after July 2024 meeting?,3,4,20,0.006,0.0,37.5,752276.2
FOMC,2024-07-31,Fed decreases interest rates by 50+ bps after July 2024 meeting?,0,4,30,0.004,0.0,-62.5,637520.07
FOMC,2024-07-31,Fed decreases interest rates by 25 bps after July 2024 meeting?,1,4,30,0.068,0.0,-25.0,884827.58
FOMC,2024-07-31,No change in Fed interest rates after 2024 July meeting?,2,4,30,0.908,1.0,0.0,517320.23
FOMC,2024-07-31,Fed increases interest rates by 25+ bps after July 2024 meeting?,3,4,30,0.028,0.0,37.5,752276.2
FOMC,2024-07-31,Fed decreases interest rates by 50+ bps after July 2024 meeting?,0,4,45,0.0105,0.0,-62.5,637520.07
FOMC,2024-07-31,Fed decreases interest rates by 25 bps after July 2024 meeting?,1,4,45,0.0745,0.0,-25.0,884827.58
FOMC,2024-07-31,No change in Fed interest rates after 2024 July meeting?,2,4,45,0.917,1.0,0.0,517320.23
FOMC,2024-07-31,Fed increases interest rates by 25+ bps after July 2024 meeting?,3,4,45,0.0035,0.0,37.5,752276.2
FOMC,2024-09-18,Fed decreases interest rates by 50+ bps after September 2024 meeting?,0,4,0,0.517,1.0,-62.5,10906333.42219
FOMC,2024-09-18,Fed decreases interest rates by 25 bps after September 2024 meeting?,1,4,0,0.4675,0.0,-25.0,6660914.249885
FOMC,2024-09-18,No change in Fed interest rates after 2024 September meeting?,2,4,0,0.0165,0.0,0.0,23499210.730061
FOMC,2024-09-18,Fed increases interest rates by 25+ bps after September 2024 meeting?,3,4,0,0.0005,0.0,37.5,17625581.465252
FOMC,2024-09-18,Fed decreases interest rates by 50+ bps after September 2024 meeting?,0,4,1,0.54,1.0,-62.5,10906333.42219
FOMC,2024-09-18,Fed decreases interest rates by 25 bps after September 2024 meeting?,1,4,1,0.455,0.0,-25.0,6660914.249885
FOMC,2024-09-18,No change in Fed interest rates after 2024 September meeting?,2,4,1,0.0145,0.0,0.0,23499210.730061
FOMC,2024-09-18,Fed increases interest rates by 25+ bps after September 2024 meeting?,3,4,1,0.0005,0.0,37.5,17625581.465252
FOMC,2024-09-18,Fed decreases interest rates by 50+ bps after September 2024 meeting?,0,4,2,0.525,1.0,-62.5,10906333.42219
FOMC,2024-09-18,Fed decreases interest rates by 25 bps after September 2024 meeting?,1,4,2,0.455,0.0,-25.0,6660914.249885
FOMC,2024-09-18,No change in Fed interest rates after 2024 September meeting?,2,4,2,0.0175,0.0,0.0,23499210.730061
FOMC,2024-09-18,Fed increases interest rates by 25+ bps after September 2024 meeting?,3,4,2,0.0005,0.0,37.5,17625581.465252
FOMC,2024-09-18,Fed decreases interest rates by 50+ bps after September 2024 meeting?,0,4,3,0.34,1.0,-62.5,10906333.42219
FOMC,2024-09-18,Fed decreases interest rates by 25 bps after September 2024 meeting?,1,4,3,0.65,0.0,-25.0,6660914.249885
FOMC,2024-09-18,No change in Fed interest rates after 2024 September meeting?,2,4,3,0.0165,0.0,0.0,23499210.730061
FOMC,2024-09-18,Fed increases interest rates by 25+ bps after September 2024 meeting?,3,4,3,0.0005,0.0,37.5,17625581.465252
FOMC,2024-09-18,Fed decreases interest rates by 50+ bps after September 2024 meeting?,0,4,5,0.275,1.0,-62.5,10906333.42219
FOMC,2024-09-18,Fed decreases interest rates by 25 bps after September 2024 meeting?,1,4,5,0.715,0.0,-25.0,6660914.249885
FOMC,2024-09-18,No change in Fed interest rates after 2024 September meeting?,2,4,5,0.019,0.0,0.0,23499210.730061
FOMC,2024-09-18,Fed increases interest rates by 25+ bps after September 2024 meeting?,3,4,5,0.0015,0.0,37.5,17625581.465252
FOMC,2024-09-18,Fed decreases interest rates by 50+ bps after September 2024 meeting?,0,4,10,0.255,1.0,-62.5,10906333.42219
FOMC,2024-09-18,Fed decreases interest rates by 25 bps after September 2024 meeting?,1,4,10,0.725,0.0,-25.0,6660914.249885
FOMC,2024-09-18,No change in Fed interest rates after 2024 September meeting?,2,4,10,0.022,0.0,0.0,23499210.730061
FOMC,2024-09-18,Fed increases interest rates by 25+ bps after September 2024 meeting?,3,4,10,0.0015,0.0,37.5,17625581.465252
FOMC,2024-09-18,Fed decreases interest rates by 50+ bps after September 2024 meeting?,0,4,15,0.2,1.0,-62.5,10906333.42219
FOMC,2024-09-18,Fed decreases interest rates by 25 bps after September 2024 meeting?,1,4,15,0.775,0.0,-25.0,6660914.249885
FOMC,2024-09-18,No change in Fed interest rates after 2024 September meeting?,2,4,15,0.0375,0.0,0.0,23499210.730061
FOMC,2024-09-18,Fed increases interest rates by 25+ bps after September 2024 meeting?,3,4,15,0.002,0.0,37.5,17625581.465252
FOMC,2024-09-18,Fed decreases interest rates by 50+ bps after September 2024 meeting?,0,4,20,0.245,1.0,-62.5,10906333.42219
FOMC,2024-09-18,Fed decreases interest rates by 25 bps after September 2024 meeting?,1,4,20,0.715,0.0,-25.0,6660914.249885
FOMC,2024-09-18,No change in Fed interest rates after 2024 September meeting?,2,4,20,0.0425,0.0,0.0,23499210.730061
FOMC,2024-09-18,Fed increases interest rates by 25+ bps after September 2024 meeting?,3,4,20,0.0025,0.0,37.5,17625581.465252
FOMC,2024-09-18,Fed decreases interest rates by 50+ bps after September 2024 meeting?,0,4,30,0.145,1.0,-62.5,10906333.42219
FOMC,2024-09-18,Fed decreases interest rates by 25 bps after September 2024 meeting?,1,4,30,0.795,0.0,-25.0,6660914.249885
FOMC,2024-09-18,No change in Fed interest rates after 2024 September meeting?,2,4,30,0.0655,0.0,0.0,23499210.730061
FOMC,2024-09-18,Fed increases interest rates by 25+ bps after September 2024 meeting?,3,4,30,0.0015,0.0,37.5,17625581.465252
FOMC,2024-09-18,Fed decreases interest rates by 50+ bps after September 2024 meeting?,0,4,45,0.46,1.0,-62.5,10906333.42219
FOMC,2024-09-18,Fed decreases interest rates by 25 bps after September 2024 meeting?,1,4,45,0.5,0.0,-25.0,6660914.249885
FOMC,2024-09-18,No change in Fed interest rates after 2024 September meeting?,2,4,45,0.05,0.0,0.0,23499210.730061
FOMC,2024-09-18,Fed increases interest rates by 25+ bps after September 2024 meeting?,3,4,45,0.002,0.0,37.5,17625581.465252
FOMC,2024-11-07,Fed decreases interest rates by 75+ bps after November 2024 meeting?,0,5,0,0.0015,0.0,-87.5,15031954.754479
FOMC,2024-11-07,Fed decreases interest rates by 50 bps after November 2024 meeting?,1,5,0,0.0145,0.0,-50.0,8393267.791414
FOMC,2024-11-07,Fed decreases interest rates by 25 bps after November 2024 meeting?,2,5,0,0.9735,1.0,-25.0,5010507.074128
FOMC,2024-11-07,No change in Fed interest rates after 2024 November meeting?,3,5,0,0.0135,0.0,0.0,7995206.758932
FOMC,2024-11-07,Fed increases interest rates by 25+ bps after November 2024 meeting?,4,5,0,0.0005,0.0,37.5,133955589.249666
FOMC,2024-11-07,Fed decreases interest rates by 75+ bps after November 2024 meeting?,0,5,1,0.0025,0.0,-87.5,15031954.754479
FOMC,2024-11-07,Fed decreases interest rates by 50 bps after November 2024 meeting?,1,5,1,0.014,0.0,-50.0,8393267.791414
FOMC,2024-11-07,Fed decreases interest rates by 25 bps after November 2024 meeting?,2,5,1,0.96,1.0,-25.0,5010507.074128
FOMC,2024-11-07,No change in Fed interest rates after 2024 November meeting?,3,5,1,0.0265,0.0,0.0,7995206.758932
FOMC,2024-11-07,Fed increases interest rates by 25+ bps after November 2024 meeting?,4,5,1,0.004,0.0,37.5,133955589.249666
FOMC,2024-11-07,Fed decreases interest rates by 75+ bps after November 2024 meeting?,0,5,2,0.0035,0.0,-87.5,15031954.754479
FOMC,2024-11-07,Fed decreases interest rates by 50 bps after November 2024 meeting?,1,5,2,0.0335,0.0,-50.0,8393267.791414
FOMC,2024-11-07,Fed decreases interest rates by 25 bps after November 2024 meeting?,2,5,2,0.935,1.0,-25.0,5010507.074128
FOMC,2024-11-07,No change in Fed interest rates after 2024 November meeting?,3,5,2,0.0305,0.0,0.0,7995206.758932
FOMC,2024-11-07,Fed increases interest rates by 25+ bps after November 2024 meeting?,4,5,2,0.004,0.0,37.5,133955589.249666
FOMC,2024-11-07,Fed decreases interest rates by 75+ bps after November 2024 meeting?,0,5,3,0.0025,0.0,-87.5,15031954.754479
FOMC,2024-11-07,Fed decreases interest rates by 50 bps after November 2024 meeting?,1,5,3,0.0355,0.0,-50.0,8393267.791414
FOMC,2024-11-07,Fed decreases interest rates by 25 bps after November 2024 meeting?,2,5,3,0.935,1.0,-25.0,5010507.074128
FOMC,2024-11-07,No change in Fed interest rates after 2024 November meeting?,3,5,3,0.031,0.0,0.0,7995206.758932
FOMC,2024-11-07,Fed increases interest rates by 25+ bps after November 2024 meeting?,4,5,3,0.0025,0.0,37.5,133955589.249666
