evento,h,realizado,e_poly,modal_poly,e_ff,modal_ff,erro_poly,erro_ff,e_ff_dm,erro_ff_dm,modal_ff_dm
2025-01-29,60,0.0,-10.448781700646443,1.0,-19.00000000000004,0.0,10.448781700646443,19.00000000000004,-9.00000000000003,9.00000000000003,1.0
2025-03-19,60,0.0,-6.780630401626843,1.0,-12.99999999999999,0.0,6.780630401626843,12.99999999999999,3.019806626980426e-14,-3.019806626980426e-14,1.0
2025-05-07,60,0.0,-10.357142857142858,1.0,-12.99999999999999,0.0,10.357142857142858,12.99999999999999,2.1316282072803006e-14,-2.1316282072803006e-14,1.0
2025-06-18,60,0.0,-15.706412825651304,1.0,-9.999999999999964,1.0,15.706412825651304,9.999999999999964,3.000000000000041,-3.000000000000041,1.0
2025-07-30,60,0.0,-5.552788844621514,1.0,-8.000000000000007,1.0,5.552788844621514,8.000000000000007,4.499999999999993,-4.499999999999993,1.0
2025-09-17,60,-25.0,-14.571892161757365,0.0,-8.999999999999986,0.0,-10.428107838242635,-16.000000000000014,2.857142857142872,-27.857142857142872,0.0
2025-10-29,60,-25.0,-15.421747967479678,1.0,-28.000000000000025,1.0,-9.578252032520322,3.000000000000025,-19.625000000000025,-5.374999999999975,1.0
2025-12-10,60,-25.0,-21.76564810251355,1.0,-23.99999999999998,1.0,-3.2343518974864516,-1.0000000000000213,-16.2222222222222,-8.7777777777778,1.0
2026-01-28,60,0.0,-9.106334841628959,1.0,-16.000000000000014,0.0,9.106334841628959,16.000000000000014,-9.100000000000014,9.100000000000014,1.0
2026-03-18,60,0.0,-4.427346115035317,1.0,-7.000000000000028,1.0,4.427346115035317,7.000000000000028,0.7272727272727,-0.7272727272727,1.0
2026-04-29,60,0.0,-3.3926728586171313,1.0,-5.000000000000027,1.0,3.3926728586171313,5.000000000000027,2.666666666666644,-2.666666666666644,1.0
